Index	Moves	Version	MoveID	CanUseMove	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMin	HitMax	Inflict	InflictPercent	RawInflictCount	TurnMin	TurnMax	CritStage	Flinch	EffectSequence	Recoil	RawHealing	RawTarget	Stat1	Stat2	Stat3	Stat1Stage	Stat2Stage	Stat3Stage	Stat1Percent	Stat2Percent	Stat3Percent	GigantamaxPower	Flag_MakesContact	Flag_Charge	Flag_Recharge	Flag_Protect	Flag_Reflectable	Flag_Snatch	Flag_Mirror	Flag_Punch	Flag_Sound	Flag_Gravity	Flag_Defrost	Flag_DistanceTriple	Flag_Heal	Flag_IgnoreSubstitute	Flag_FailSkyBattle	Flag_AnimateAlly	Flag_Dance	Flag_Metronome	InflictCount	Healing	Target
203	挺住	5	203	True	0	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	116	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
204	撒娇	5	204	True	17	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
205	滚动	5	205	True	5	0	1	30	90	20	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
206	点到为止	5	206	True	0	0	1	40	100	40	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
207	虚张声势	5	207	True	0	5	0	0	85	15	0	0	0	6	0	2	2	5	0	0	118	0	0	0	1	0	0	2	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	TurnCountSwitch	None	AnyExceptSelf
208	喝牛奶	5	208	True	0	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	32	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
209	电光	5	209	True	12	4	1	65	100	20	0	0	0	1	30	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
210	连斩	5	210	True	6	0	1	40	95	20	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
211	钢翼	5	211	True	8	7	1	70	90	25	0	0	0	0	0	0	0	0	0	0	138	0	0	0	2	0	0	1	0	0	10	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
212	黑色目光	5	212	True	0	13	0	0	101	5	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
213	迷人	5	213	True	0	1	0	0	100	15	0	0	0	7	0	3	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	PermanentSwitch	None	AnyExceptSelf
214	梦话	5	214	True	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	97	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
215	治愈铃声	5	215	True	0	13	0	0	101	5	0	0	0	0	0	0	0	0	0	0	102	0	0	6	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	True	False	False	False	True	None	None	AllAllies
216	报恩	5	216	False	0	0	1	1	100	20	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
217	礼物	5	217	True	0	0	1	1	90	15	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
218	迁怒	5	218	False	0	0	1	1	100	20	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
219	神秘守护	5	219	True	0	11	0	0	101	25	0	0	0	0	0	0	0	0	0	0	124	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideSelf
220	分担痛楚	5	220	True	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
221	神圣之火	5	221	True	9	4	1	100	95	5	0	0	0	4	50	1	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
222	震级	5	222	False	4	0	1	1	100	30	0	0	0	0	0	0	0	0	0	0	126	0	0	4	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AllAdjacent
223	爆裂拳	5	223	True	1	4	1	100	50	5	0	0	0	6	100	2	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	TurnCountSwitch	None	AnyExceptSelf
224	超级角击	5	224	True	6	0	1	120	85	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
225	龙息	5	225	True	15	4	2	60	100	20	0	0	0	1	30	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
226	接棒	5	226	True	0	13	0	0	101	40	0	0	0	0	0	0	0	0	0	0	127	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
227	再来一次	5	227	True	0	13	0	0	100	5	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
228	追打	5	228	False	16	0	1	40	100	20	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
229	高速旋转	5	229	True	0	7	1	50	100	40	0	0	0	0	0	0	0	0	0	0	129	0	0	0	5	0	0	1	0	0	100	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
230	甜甜香气	5	230	True	0	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	24	0	0	5	7	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
231	铁尾	5	231	True	8	6	1	100	75	15	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	30	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
232	金属爪	5	232	True	8	7	1	50	95	35	0	0	0	0	0	0	0	0	0	0	139	0	0	0	1	0	0	1	0	0	10	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
233	借力摔	5	233	True	1	0	1	70	101	10	255	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	85	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
234	晨光	5	234	True	0	3	0	0	101	5	0	0	0	0	0	0	0	0	0	0	132	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
235	光合作用	5	235	True	11	3	0	0	101	5	0	0	0	0	0	0	0	0	0	0	132	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
236	月光	5	236	True	17	3	0	0	101	5	0	0	0	0	0	0	0	0	0	0	132	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
237	觉醒力量	5	237	False	0	0	2	60	100	15	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
238	十字劈	5	238	True	1	0	1	100	80	5	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
239	龙卷风	5	239	True	15	0	2	40	100	20	0	0	0	0	0	0	0	0	0	20	146	0	0	5	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
240	求雨	5	240	True	10	10	0	0	101	5	0	0	0	0	0	0	0	0	0	0	136	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
241	大晴天	5	241	True	9	10	0	0	101	5	0	0	0	0	0	0	0	0	0	0	137	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
242	咬碎	5	242	True	16	6	1	80	100	15	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	20	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
243	镜面反射	5	243	True	13	0	2	1	100	20	251	0	0	0	0	0	0	0	0	0	144	0	0	13	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Counter
244	自我暗示	5	244	True	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
245	神速	5	245	True	0	0	1	80	100	5	2	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
246	原始之力	5	246	True	5	7	2	60	100	5	0	0	0	0	0	0	0	0	0	0	140	0	0	0	8	0	0	1	0	0	10	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
247	暗影球	5	247	True	7	6	2	80	100	15	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	255	0	0	20	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
248	预知未来	5	248	True	13	13	2	120	100	10	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
249	碎岩	5	249	True	1	6	1	40	100	15	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	50	0	0	70	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
250	潮旋	5	250	True	10	4	2	35	85	15	0	0	0	8	100	4	5	6	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountNoSwitch	None	AnyExceptSelf
251	围攻	5	251	True	16	0	1	1	100	10	0	6	6	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
252	击掌奇袭	5	252	True	0	0	1	40	100	10	3	0	0	0	0	0	0	0	0	100	158	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
253	吵闹	5	253	True	0	0	2	90	100	10	0	0	0	0	0	0	0	0	0	0	159	0	0	9	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	RandomOpponent
254	蓄力	5	254	True	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	160	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
255	喷出	5	255	True	0	0	2	1	100	10	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
256	吞下	5	256	True	0	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	162	0	25	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	25	Self
257	热风	5	257	True	9	4	2	95	90	10	0	0	0	4	10	1	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AllAdjacentOpponents
258	冰雹	5	258	True	14	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	164	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
259	无理取闹	5	259	True	16	1	0	0	100	15	0	0	0	12	0	1	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	Permanent	None	AnyExceptSelf
260	吹捧	5	260	True	16	5	0	0	100	15	0	0	0	6	0	2	2	5	0	0	166	0	0	0	3	0	0	1	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	TurnCountSwitch	None	AnyExceptSelf
261	鬼火	5	261	True	9	1	0	0	85	15	0	0	0	4	0	1	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
262	临别礼物	5	262	True	16	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
263	硬撑	5	263	True	0	0	1	70	100	20	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
264	真气拳	5	264	True	1	0	1	150	100	20	253	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	100	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
265	清醒	5	265	False	0	0	1	70	100	10	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
266	看我嘛	5	266	True	0	13	0	0	101	20	2	0	0	0	0	0	0	0	0	0	172	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
267	自然之力	5	267	True	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
268	充电	5	268	True	12	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	174	0	0	7	4	0	0	1	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
269	挑衅	5	269	True	16	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
270	帮助	5	270	True	0	13	0	0	101	20	5	0	0	0	0	0	0	0	0	0	176	0	0	2	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	None	None	Ally
271	戏法	5	271	True	13	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	None	None	AnyExceptSelf
272	扮演	5	272	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
273	祈愿	5	273	True	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	179	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	None	Self
274	借助	5	274	False	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	180	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
275	扎根	5	275	True	11	1	0	0	101	20	0	0	0	21	0	1	0	0	0	0	181	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	True	Permanent	None	Self
276	蛮力	5	276	True	1	7	1	120	100	5	0	0	0	0	0	0	0	0	0	0	182	0	0	0	1	2	0	255	255	0	100	100	0	95	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
277	魔法反射	5	277	True	13	13	0	0	101	15	4	0	0	0	0	0	0	0	0	0	183	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
278	回收利用	5	278	True	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	184	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
279	报复	5	279	True	1	0	1	60	100	10	252	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	80	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
280	劈瓦	5	280	True	1	0	1	75	100	15	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
281	哈欠	5	281	True	0	1	0	0	101	10	0	0	0	14	0	2	2	2	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountSwitch	None	AnyExceptSelf
282	拍落	5	282	True	16	0	1	65	100	20	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
283	蛮干	5	283	True	0	0	1	1	100	5	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
284	喷火	5	284	True	9	0	2	150	100	5	0	0	0	0	0	0	0	0	0	0	190	0	0	5	0	0	0	0	0	0	0	0	0	150	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
285	特性互换	5	285	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
286	封印	5	286	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	192	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	None	None	Self
287	焕然一新	5	287	False	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	193	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
288	怨念	5	288	True	7	13	0	0	101	5	0	0	0	0	0	0	0	0	0	0	194	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	None	None	Self
289	抢夺	5	289	False	16	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	195	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	None	None	Self
290	秘密之力	5	290	False	0	0	1	70	100	20	0	0	0	0	30	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
291	潜水	5	291	True	10	0	1	80	100	10	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	130	True	True	False	True	False	False	True	False	False	False	False	False	False	False	True	True	False	True	None	None	AnyExceptSelf
292	猛推	5	292	True	1	0	1	15	100	20	0	5	2	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	70	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
293	保护色	5	293	False	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	213	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
294	萤火	5	294	False	6	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	321	0	0	7	3	0	0	3	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
295	洁净光芒	5	295	True	13	6	2	70	100	5	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	255	0	0	50	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
296	薄雾球	5	296	True	13	6	2	70	100	5	0	0	0	0	0	0	0	0	0	0	71	0	0	0	3	0	0	255	0	0	50	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
297	羽毛舞	5	297	True	2	2	0	0	100	15	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	True	True	None	None	AnyExceptSelf
298	摇晃舞	5	298	True	0	1	0	0	100	20	0	0	0	6	0	2	2	5	0	0	199	0	0	4	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	True	TurnCountSwitch	None	AllAdjacent
299	火焰踢	5	299	True	9	4	1	85	90	10	0	0	0	4	10	1	0	0	1	0	200	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
300	玩泥巴	5	300	False	4	10	0	0	101	15	0	0	0	0	0	0	0	0	0	0	201	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	None	None	SideAll
301	冰球	5	301	False	14	0	1	30	90	20	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
302	尖刺臂	5	302	False	11	0	1	60	100	15	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
303	偷懒	5	303	True	0	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	32	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
304	巨声	5	304	True	0	0	2	90	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AllAdjacentOpponents
305	剧毒牙	5	305	True	3	4	1	50	100	15	0	0	0	5	50	1	15	15	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	75	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
306	撕裂爪	5	306	True	0	6	1	75	95	10	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	50	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
307	爆炸烈焰	5	307	True	9	0	2	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
308	加农水炮	5	308	True	10	0	2	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
309	彗星拳	5	309	True	8	7	1	90	90	10	0	0	0	0	0	0	0	0	0	0	139	0	0	0	1	0	0	1	0	0	20	0	0	130	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
310	惊吓	5	310	True	7	0	1	30	100	15	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
311	气象球	5	311	True	0	0	2	50	100	10	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
312	芳香治疗	5	312	True	11	13	0	0	101	5	0	0	0	0	0	0	0	0	0	0	102	0	0	6	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	None	None	AllAllies
313	假哭	5	313	True	16	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	62	0	0	0	4	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
